A1-NOUN-248,A1,,"""<span class=""""das"""">das</span> Taxi [sound:googletts-a136b1cd-d1a0677f-dd222b83-ba10f1a8-ebf06e3e.mp3]""",s,the taxi [sound:googletts-c0c4ca39-7a06fc07-2755e67f-57033d84-a6a85db0.mp3],Today there are no more bus. He ride by taxi.,Es gibt heute keinen Bus mehr. Er fahrt mit dem Taxi.,
A1-NOUN-249,A1,,"""<span class=""""das"""">das</span> Teil [sound:googletts-ef893ad3-1d3f01a7-9b49c9b0-10a50b97-1d8cb6f3.mp3]""",,Part [sound:googletts-ca729276-3cd3af53-2c2be13e-60e00eff-929fc4b9.mp3],The book consists of two parts.,Das Buch besteht aus zwei Teilen.,
A1-NOUN-250,A1,,"""<span class=""""das"""">das</span> Telefon [sound:googletts-a93c6649-47e62ec9-6dbe4713-3cde94ef-cad79598.mp3]""",,the telephone [sound:googletts-c153daa9-d1e6fe6b-93237244-e765b13d-00941c30.mp3],Do you have a telephone?,Haben Sie Telefon?,
A1-NOUN-251,A1,,"""<span class=""""das"""">das</span> Tennis [sound:googletts-29b2bf32-f7cb2b1f-6d11eda0-4bb84a96-a2fe211c.mp3]""",,Tennis [sound:googletts-a339789b-4e1e6af3-fcbefc97-5dda26e0-b89b6f97.mp3],I love sports such as tennis or swimming.,Ich liebe Sportarten wie Tennis oder Schwimmen.,
A1-NOUN-252,A1,,"""<span class=""""das"""">das</span> Theater [sound:googletts-007b0644-c724a26f-768301af-06594f38-9487a9ce.mp3]""",,Theater [sound:googletts-85d97754-ffeeabad-99d61742-46f1f929-9147b745.mp3],The theatre has a large pool of costumes.,Das Theater verfügt über einen großen Fundus an Kostümen.,
A1-NOUN-253,A1,,"""<span class=""""das"""">das</span> Thema [sound:googletts-0c2e2fdb-11cf5f42-f29caef2-85c9e270-d726b198.mp3]""",,the topic [sound:googletts-34dc4ca3-0f402a90-ce158edb-dea8d300-18a9db31.mp3],We are talking today about the subject of food and,Wir sprechen heute über das Thema Essen und,
A1-NOUN-254,A1,,"""<span class=""""das"""">das</span> Ticket [sound:googletts-4300b858-a9bf6a3b-dda4f8ad-90f86511-7966bc8b.mp3]""",S,the ticket [sound:googletts-e66fc333-14cec85f-2e033df6-32d5b3f3-26d44e0c.mp3],How much is the ticket?,Wie viel kostet das Ticket?,
A1-NOUN-255,A1,,"""<span class=""""das"""">das</span> Tier [sound:googletts-9480b845-c01f3c42-604476b7-ece2c414-f8c24780.mp3]""",,Animal [sound:googletts-8ddac099-67601248-9c671e88-33dd2960-d98ac49a.mp3],My little brother wants to go to the zoo to watch animals.,"Mein kleiner Bruder will in den Zoo gehen, um sich Tiere anzuschauen.",
A1-NOUN-256,A1,,"""<span class=""""das"""">das</span> Tischtennis [sound:googletts-149db8c4-a94e3aac-8fba9da1-2fbd1025-ed1f7147.mp3]""",,Table Tennis [sound:googletts-0c5ebf64-2321b7d6-28366993-9fd79b7c-fc62f9f7.mp3],Table tennis is played with a small plastic ball.,Tischtennis wird mit einem kleinen Plastikball gespielt.,
A1-NOUN-257,A1,,"""<span class=""""das"""">das</span> Tor [sound:googletts-5bdbf7b9-d480ea4b-173a72e0-b2437280-34dce4fd.mp3]""",,Soccer Goal [sound:googletts-2ecbda35-cf001cdd-6d2bc21d-051a81d2-e62a3a6a.mp3],There was a beautiful wrought-iron gate at the driveway.,Es war ein schönes schmiedeeisernen Tor an der Einfahrt.,
A1-NOUN-258,A1,,"""<span class=""""das"""">das</span> Trinkgeld [sound:googletts-bc222b0e-3682fb9f-6425653d-45fdb22d-bc070e15.mp3]""",,Tip (After Eating) [sound:googletts-592c1af6-4ba4d845-89665383-01f02f12-ab6a386f.mp3],"The service was great, so I left the waiter a tip.","Die Bedienung war sehr gut, also habe ich dem Kellner ein Trinkgeld gegeben.",
A1-NOUN-259,A1,,"""<span class=""""das"""">das</span> Tshirt [sound:googletts-88c81b47-468c9c77-042a58bf-2dc1d956-a04d55ef.mp3]""",,T-Shirts [sound:googletts-064254ef-7de4b016-59871970-3ba1195a-10c33d95.mp3],I switched off the iron and hung my shirts in the wardrobe.,Ich schaltete das Bügeleisen aus und hängte meine Hemden in den Schrank.,
A1-NOUN-260,A1,,"""<span class=""""das"""">das</span> Tuch [sound:googletts-246399e9-7610e004-7323536f-84236317-401d2592.mp3]""",,Scarf [sound:googletts-c6267ae6-15e49f89-ab4935e5-8c02e3fb-68e5fa6e.mp3],The woman wore a red silk scarf around her neck.,Man kann die Oberfläche mit einem Tuch reinigen.,
A1-NOUN-261,A1,,"""<span class=""""das"""">das</span> Ufer [sound:googletts-ab9306f1-c0466105-78859738-4758a265-2f8bd218.mp3]""",,Shore [sound:googletts-785133ed-dcebd158-93e14666-fc1a3031-6d29b1f4.mp3],We have left our boats on the shore.,Wir haben unsere Boote am Ufer gelassen.,
A1-NOUN-262,A1,,"""<span class=""""das"""">das</span> Verbot [sound:googletts-edeb96ad-dd078d64-49efd97e-edbf1166-8bb8b05d.mp3]""",,Prohibition [sound:googletts-8c2a74ba-95d778e3-78677a78-4b037f18-c4153f1d.mp3],The aim of the institution is the global prohibition of torture.,Das Ziel der Institution ist das weltweite Verbot der Folter.,
A1-NOUN-263,A1,,"""<span class=""""das"""">das</span> Verfallsdatum [sound:googletts-dea65f54-42628b27-512eec66-42d4ec36-44d9f403.mp3]""",,Expiration Date [sound:googletts-49e5e2be-ae2661b1-badcf1d1-93f8c6e5-39b1c540.mp3],I checked the date of expiry on the milk carton.,She ordered bread with butter.,
A1-NOUN-264,A1,,"""<span class=""""das"""">das</span> Verhalten [sound:googletts-b59b5289-98351660-77d3654f-bb100740-231ecc6c.mp3]""",,Caution [sound:googletts-5318afb5-4fa3c65a-7c40498b-e134a62d-b05ba2ff.mp3],Great caution is necessary for this delicate work.,Schulen erwarten von ihren Schülern ein angemessenes Verhalten.,
A1-NOUN-265,A1,,"""<span class=""""das"""">das</span> Verhältnis [sound:googletts-10fe4ab6-7767f5ca-9631d2c8-c0e5573b-58588941.mp3]""",,Proportion [sound:googletts-bafd2ab6-c0474c69-c0899009-502ddec1-4395395c.mp3],Earth is tiny in relation to the sun.,Die Erde ist winzig im Verhältnis zur Sonne.,
A1-NOUN-266,A1,,"""<span class=""""das"""">das</span> Verkehrsmittel [sound:googletts-70cc51b7-c68c61c4-eb2c6877-6065f44a-de19042c.mp3]""",,Transportation [sound:googletts-121cdd2e-abdfb53b-b8c28f33-6904ee85-f2337c42.mp3],The transportation of the goods was free of charge.,Der Transport der Waren war kostenlos.,
A1-NOUN-267,A1,,"""<span class=""""das"""">das</span> Verliebtsein [sound:googletts-d9b68929-da0aa53a-6cd322a1-3a59fade-5598f37b.mp3]""",,Enamoured [sound:googletts-b14ba97d-a72d90db-50609398-8c43c608-1842f381.mp3],Betty Barclay IN LOVE captures the exciting world of emotions of being in love in a unique emotional flacon.,Betty Barclay IN LOVE fängt die aufregende Gefühlswelt des Verliebtseins in einem einzigartig-emotionalen Flakon ein.,
A1-NOUN-268,A1,,"""<span class=""""das"""">das</span> Versprechen [sound:googletts-ebf50570-36758e78-152efd92-92812b3b-a44928b1.mp3]""",,Promise [sound:googletts-2eb45092-b273db6d-4302a245-2ea6f19b-af997af1.mp3],I promised my friend I would keep his secret.,"Ich habe meinem Freund versprochen, sein Geheimnis zu bewahren.",
A1-NOUN-269,A1,,"""<span class=""""das"""">das</span> Verständnis [sound:googletts-9a4d2c19-1a7b1013-03cc441f-0a71fd42-b30f888e.mp3]""",,Understanding [sound:googletts-e30ff71e-a452b62f-dd288443-2e7f3b7b-834e3b6d.mp3],I will explain each aspect for better understanding.,Ich werde zum besseren Verständnis jeden Aspekt erläutern.,
A1-NOUN-270,A1,,"""<span class=""""das"""">das</span> Vertrauen [sound:googletts-172fdf87-98712633-0eaae6a0-562699bf-35cb208d.mp3]""",,Confidence [sound:googletts-90357471-816e7968-c8e7167c-2aa74afd-6241bc49.mp3],The inventor thanked the investors for their confidence.,Der Erfinder dankte den Investoren für ihr Vertrauen.,
A1-NOUN-271,A1,,"""<span class=""""das"""">das</span> Viertel [sound:googletts-d0df7fa6-a3ad3c1d-8406fd01-a0a92c6c-030c4c57.mp3]""",,Forth [sound:googletts-60874003-2cc2be04-fc59f08e-59bfae4e-85c2564f.mp3],I live in the oldest quarter of town.,Ich wohne im ältesten Viertel der Stadt.,
A1-NOUN-272,A1,,"""<span class=""""das"""">das</span> Visum [sound:googletts-1a0e766d-92e11f60-a265338f-413002be-9480f35a.mp3]""",,Visa [sound:googletts-26d559d7-3bc97caa-5a21fe13-a00905c7-7ec97b59.mp3],I applied for my visa last week.,Letzte Woche habe ich mein Visum beantragt.,
A1-NOUN-273,A1,,"""<span class=""""das"""">das</span> Vitamin [sound:googletts-d6178823-f5710ba9-0f30a720-8c92b0c2-e9731372.mp3]""",,Vitamin [sound:googletts-fe23958b-abe68bcc-0d9afa79-9eefbda0-607a518c.mp3],"The vitamin D derivative BAL2299, which was developed for the treatment of mild to moderate psoriasis,","Das Vitamin D Derivat BAL2299, welches für die Behandlung von milder bis mittelschwerer Schuppenflechte entwickelt wurde,",
A1-NOUN-274,A1,,"""<span class=""""das"""">das</span> Vogelhaus [sound:googletts-0abebbc6-80cffd9f-ada32bf5-89f5f402-0b20a276.mp3]""",,Birdhouse [sound:googletts-fb26b08c-ab5bb7e7-70d1043e-2dfc4f2d-ae937307.mp3],"Popular birdhouse shapes includes those that are characterized as churches,","Beliebte Vogelhaus Formen gehören diejenigen , die als Kirchen geprägt sind,",
A1-NOUN-275,A1,,"""<span class=""""das"""">das</span> Volk [sound:googletts-493883ba-cee9d18b-1fbdafe6-d7d6173e-78a8e610.mp3]""",,People [sound:googletts-ba42dd24-a0051d4c-1fdb9c4e-8cd7662f-c6a70eb7.mp3],Many people learn English as a second language.,Viele Menschen lernen Englisch als Zweitsprache.,
A1-NOUN-276,A1,,"""<span class=""""das"""">das</span> Waschmittel [sound:googletts-4bdb90fe-2fbed7c6-62f65045-4fd5958a-50c3a2f9.mp3]""",,Detergent [sound:googletts-5524a842-f6b76fd9-264b57a5-f7ee9263-937c1aab.mp3],I bought a new detergent to wash my clothes.,"Ich habe ein neues Waschmittel gekauft, um meine Kleidung zu waschen.",
A1-NOUN-277,A1,,"""<span class=""""das"""">das</span> Wasser [sound:googletts-f219a41a-95114099-24c1574b-8571ba9c-f5f680e3.mp3]""",,the water [sound:googletts-25faa7d1-8b5dbfe4-b8402536-a345f444-83657410.mp3],"A glass of water, please.","Ein Glas Wasser, bitte.",
A1-NOUN-278,A1,,"""<span class=""""das"""">das</span> Weihnachten [sound:googletts-c57ff8dd-87ee5e9d-5b819606-7cbb366d-ae854bc5.mp3]""",,Christmas [sound:googletts-9fba7e1f-fa65d99b-7641abb9-50e51333-6296c94f.mp3],Merry Christmas! And a Happy New Year!,Frohe Weihnachten! Und ein gutes neues Jahr!,
A1-NOUN-279,A1,,"""<span class=""""das"""">das</span> Werkzeug [sound:googletts-88921d97-7b019fd5-929518a2-795a6fd6-15a6606f.mp3]""",,Tools [sound:googletts-631c4ac8-287077bc-9126208d-ee42d315-0a4c710d.mp3],He bought a new rack to store his tools.,"Er kaufte ein neues Regal, um seine Werkzeuge aufzubewahren.",
A1-NOUN-280,A1,,"""<span class=""""das"""">das</span> Wetter [sound:googletts-c6101614-a14a7c88-0ae8fa4f-00b1a301-721089c8.mp3]""",,the weather [sound:googletts-340928cd-b467a1e4-0ef7cdb4-964e626f-f43b8eac.mp3],We had bad weather.,Wir hatten schlechtes Wetter.,
A1-NOUN-281,A1,,"""<span class=""""das"""">das</span> Wissen [sound:googletts-bc6e6a73-19853b53-d3854897-fbb72db6-b0c917a2.mp3]""",,Knowledge [sound:googletts-d8fa4f16-4f07dd28-e9908f88-aa88fe7d-a3ad3ea6.mp3],Historical knowledge is important for the future.,Geschichtliches Wissen ist wichtig für die Zukunft.,
A1-NOUN-282,A1,,"""<span class=""""das"""">das</span> Wochenende [sound:googletts-d913e6a4-9d2be4e4-f6860cb4-a0322098-6cf5f50e.mp3]""",,Weekend [sound:googletts-9eb03be9-3b24730a-f77d96ae-21fcf3bf-8f711d7a.mp3],"All week long, I look forward to the weekend.",Die ganze Woche über freue ich mich auf das Wochenende.,
A1-NOUN-283,A1,,"""<span class=""""das"""">das</span> Wohl [sound:googletts-94b20931-6452a9d0-a5011fd3-d5716526-980a8d55.mp3]""",,Welfare [sound:googletts-4a80b2f0-d0ce5473-0e197e8b-212e59ed-0743719b.mp3],The new government promotes welfare and development.,Du solltest wohl mit ihr reden.,
A1-NOUN-284,A1,,"""<span class=""""das"""">das</span> Wohnzimmer [sound:googletts-49d70256-d4528436-5571b70f-6a6df5f3-0d0dab3a.mp3]""",,Living Room [sound:googletts-36bc1180-389e4485-1e7e5354-4e53e7cc-8ae1e3b9.mp3],I will put the new rug in the living room.,Ich werde den neuen Teppich ins Wohnzimmer legen.,
A1-NOUN-285,A1,,"""<span class=""""das"""">das</span> Wort [sound:googletts-434e5425-ab7ca69d-7aa9c5f0-53c29e62-e950047a.mp3]""","0, er/",the word [sound:googletts-c8e3373b-52495b39-8da2798c-11ea06e6-11d8483b.mp3],I do not know the word.,Ich kenne das Wort nicht.,
A1-NOUN-286,A1,,"""<span class=""""das"""">das</span> Würstchen [sound:googletts-8cd6ddb3-b7161f8f-e0699063-0cdb60b7-9234a23d.mp3]""",,Sausage [sound:googletts-c9cc122d-dc0d7ff9-f48c4ac7-56ddc8e6-03da90e3.mp3],Salami is an Italian sausage.,"Ich drehe die Würstchen um, damit sie nicht anbrennen.",
A1-NOUN-287,A1,,"""<span class=""""das"""">das</span> Zebra [sound:googletts-1da77bf9-c1d6690f-e8c93eec-61b1cd6c-fa91e77e.mp3]""",,Zebra [sound:googletts-6efc7e4c-46a80cda-023c369e-157b0285-777d134c.mp3],The lions have savaged the zebra.,Die Löwen haben das Zebra zerfleischt.,
A1-NOUN-288,A1,,"""<span class=""""das"""">das</span> Zeichen [sound:googletts-80e8fd36-9877ad94-88c2feeb-3a2d36c8-c6716432.mp3]""",,Sign [sound:googletts-887c8f1a-73889b57-420e1bb0-4bff3e89-82e5ba8c.mp3],Do not enter until I give you a sign.,"Komm erst herein, wenn ich dir ein Zeichen gebe.",
A1-NOUN-289,A1,,"""<span class=""""das"""">das</span> Zelt [sound:googletts-46f602d1-8134f9df-3bc524e4-c3ec0de6-1e1bb6da.mp3]""",,Tent [sound:googletts-1c8b8a5c-bce1222c-78675359-36576148-193b6160.mp3],He pitched his tent on the camping site.,Er stellte sein Zelt auf dem Campingplatz auf.,
A1-NOUN-290,A1,,"""<span class=""""das"""">das</span> Zentrum [sound:googletts-4cfaae3a-e45c16a8-de79d6dd-90738722-42803b92.mp3]""",,City Center [sound:googletts-703c37f9-ca66e3b1-af369120-fd1d793b-1783ac3a.mp3],Most shops are located in the centre of the city.,Die meisten Geschäfte befinden sich im Zentrum der Stadt.,
A1-NOUN-291,A1,,"""<span class=""""das"""">das</span> Zertifikat [sound:googletts-027fac26-96b24d45-9ca8fb7c-0dc3109d-64d39167.mp3]""",,Certificate [sound:googletts-a38e61e8-409c7c57-9cc3a622-7f626224-03848fd9.mp3],The certificate proves that I have passed the course.,"Das Zertifikat bescheinigt, dass ich den Kurs bestanden habe.",
A1-NOUN-292,A1,,"""<span class=""""das"""">das</span> Zeugnis [sound:googletts-9edd6e56-1f770420-7d948d2e-5471fd5c-79e55a91.mp3]""",,Testimony [sound:googletts-5a3323a0-7bff78cb-8cd312de-de01a04f-93279568.mp3],Every certificate is signed by the principal of the school.,Jedes Zeugnis wird vom Rektor der Schule unterschrieben.,
A1-NOUN-293,A1,,"""<span class=""""das"""">das</span> Zickzack [sound:googletts-f43debbb-c7541916-2a1475d2-44316fc1-a04c8e22.mp3]""",,Zigzag [sound:googletts-7f996daa-2ae6153c-b25f7178-0548c288-05567f81.mp3],"Different settings are possible, e.g. as a corner or in a zigzag position.","Unterschiedliche Positionierungen sind möglich, z.B. als Ecke oder in Zickzack Position.",
A1-NOUN-294,A1,,"""<span class=""""das"""">das</span> Ziel [sound:googletts-17374008-1cfaceed-3598c20b-f5a57fa2-1b7670bf.mp3]""",,Goal [sound:googletts-9e883699-b5e2b1ff-9e796eda-d2122458-30ff03b5.mp3],My aim is to obtain good results in the exam.,Mein Ziel ist es gute Ergebnisse bei der Prüfung zu erhalten.,
A1-NOUN-295,A1,,"""<span class=""""der"""">der</span> <font color= #00ccff=>Keller [sound:say [sound:googletts-48633b1a-add5e061-8ca260b5-1ffeb9fb-370919b3.mp3]""",,Basement [sound:googletts-afd505c5-f8d2d82c-22834481-471a76b8-65f18a31.mp3],I store my tools in the basement.,Ich bewahre meine Werkzeuge im Keller auf.,
A1-NOUN-296,A1,,"""<span class=""""der"""">der</span> Abend [sound:googletts-806897d3-44d3ea8b-d2c60d61-6b05704c-e618400a.mp3]""",,Evening [sound:googletts-5f28a624-7873cf59-65e5fca2-15b64728-e53ca8dc.mp3],I do not drink coffee in the evening.,Ich trinke keinen Kaffee am Abend.,
A1-NOUN-297,A1,,"""<span class=""""der"""">der</span> Abfall [sound:googletts-06c3efea-e020d29a-d9ecbaa9-5c4994dd-f604d266.mp3]""",,Garbage [sound:googletts-ef42991b-a5e9288b-69138078-4f750b04-7ddba504.mp3],The containers for the garbage are in the backyard.,Giftiger Abfall ist ein ernstes Problem in Industriegebieten.,
A1-NOUN-298,A1,,"""<span class=""""der"""">der</span> Abfalleimer [sound:googletts-7fef4230-2b228021-f8408953-fd7e1138-c190dc3b.mp3]""",,Garbage Can [sound:googletts-ec24dfec-c2f2aefd-31450f3d-c8416184-caa0b314.mp3],I empty the garbage can every evening.,Ich leere jeden Abend den Abfalleimer.,
A1-NOUN-299,A1,,"""<span class=""""der"""">der</span> Abflug [sound:googletts-87e1b544-d2ed2a3a-5f7839cc-6549c631-14f4b633.mp3]""",,the takeoff [sound:googletts-16a752bb-04626c37-7d76d095-52f57ac6-05800ffa.mp3],The departure is at 11.20 am.,Der Abflug ist um 11.20 Uhr.,
A1-NOUN-300,A1,,"""<span class=""""der"""">der</span> Abschied [sound:googletts-0b8d5e4d-a7f1a561-5f4d468b-3ad59a32-d5076724.mp3]""",,Farewell [sound:googletts-026a42b8-9754ec67-5d92e885-286d4fa0-ea207caa.mp3],"Today is my last day with this company, so I am afraid this is farewell.","Ich komme schneller zur Arbeit, wenn ich das Auto nehme.",
A1-NOUN-301,A1,,"""<span class=""""der"""">der</span> Abschluss [sound:googletts-888a99cd-a4dd4a7d-bc9584e9-7062eeed-60cb9bf6.mp3]""",,Degree [sound:googletts-3fa9bca5-1fa2ab1e-16ad0c8e-ec15b275-08f1abc8.mp3],A magnificent dinner was the conclusion of the conference.,Ein wundervolles Abendessen war der Abschluss der Konferenz.,
A1-NOUN-302,A1,,"""<span class=""""der"""">der</span> Absen<span class=""""der"""">der</span> [sound:googletts-7fa3ec0d-24a774d5-6c356f42-331f66c2-662517a3.mp3]""",,Sender [sound:googletts-cb62c547-3c4237a5-0b95d584-d03cb310-35add50e.mp3],The transmitter produces radio waves.,Die Adresse des Absenders steht hinten auf dem Briefumschlag.,
A1-NOUN-303,A1,,"""<span class=""""der"""">der</span> Adler [sound:googletts-8aa4f81e-e8a43cae-74f1fceb-6dd3c44b-793b6cba.mp3]""",,Eagle [sound:googletts-0bff1be9-5e8c03a6-58207671-7636a2e6-c36afc12.mp3],An eagle is a powerful bird of prey.,Ein Adler ist ein kraftvoller Raubvogel.,
A1-NOUN-304,A1,,"""<span class=""""der"""">der</span> Affe [sound:googletts-964404ca-708413ee-ba5ebd9a-8eae9a0a-3409e160.mp3]""",,Ape [sound:googletts-46b77cbe-22e564c1-2c72ce33-0baca86b-8a00f5ff.mp3],Apes usually have longer arms than humans.,Der wendige kleine Affe kletterte mühelos den Baum hinauf.,
A1-NOUN-305,A1,,"""<span class=""""der"""">der</span> Alkohol [sound:googletts-ad8c7dc4-0f7e206d-f8f6a146-1d3dd736-ae72015b.mp3]""",,Alcohol [sound:googletts-5b4c3044-df1f6320-697e939a-126a9ceb-79a7c094.mp3],She studies the effects of alcohol on sexual arousal.,Sie studiert die Wirkungen von Alkohol auf sexuelle Erregung.,
A1-NOUN-306,A1,,"""<span class=""""der"""">der</span> Alltag [sound:googletts-41f22b32-dc2e7dfe-06e67256-d636fad2-a40d3d4d.mp3]""",,Daily Routine [sound:googletts-1cbd60c4-aca6e433-086b522c-2b0b8f5b-2b4e26ab.mp3],The internet has become an essential part of everyday life.,Das Internet hat sich ein wesentlicher Bestandteil des täglichen Lebens geworden.,
A1-NOUN-307,A1,,"""<span class=""""der"""">der</span> Anfang [sound:googletts-36c03cea-65986dcb-b01fb6b0-72860670-10cafb06.mp3]""",,the beginning [sound:googletts-d9ad92a6-206f5963-793b8f14-43fe9e22-13390da5.mp3],She lives at the beginning of street.,Sie wohnt am Anfang der StraBe,
A1-NOUN-308,A1,,"""<span class=""""der"""">der</span> Anruf [sound:googletts-17486411-5f8c4386-ad23f459-82f59ade-f1996435.mp3]""",e,the calling [sound:googletts-8da0aed9-81cff2fa-273d18ac-0c3a3741-8333b1a0.mp3],She gets many calls on their phone.,Sie bekommt viele Anrufe auf ihrem Handy.,
A1-NOUN-309,A1,,"""<span class=""""der"""">der</span> Anschluss [sound:googletts-12cfa877-d3c79779-4579189a-989a6a10-e10163cb.mp3]""",,the connection [sound:googletts-2efd877a-6dc83b38-ac785b49-c038ae26-3d9c01e0.mp3],In Mannheim you have connection to Saarbrucken.,In Mannheim haben Sie Anschluss nach Saarbrücken.,
A1-NOUN-310,A1,,"""<span class=""""der"""">der</span> Anspruch [sound:googletts-7dea957f-ce3b5b76-71df2efd-819aaa8a-3ca58f3c.mp3]""",,Claim [sound:googletts-aea70b5b-0462dc90-042a39b3-cc634381-dd1002b0.mp3],I waive all rights and claims.,Ich verzichte auf alle Rechte und Ansprüche.,
A1-NOUN-311,A1,,"""<span class=""""der"""">der</span> Anwalt [sound:googletts-491fe92c-9ef88746-9223696e-1a635dcc-bb3122f4.mp3]""",,Defense Attorney {male} [sound:googletts-c416cee5-56da0068-210023f4-c4ec76ab-f71191c5.mp3],The lawyer read the dossier about the case.,Der Anwalt las die Akte über den Fall.,
A1-NOUN-312,A1,,"""<span class=""""der"""">der</span> Anzug [sound:googletts-06263599-84829df3-64e712e3-f8c678db-3f884a51.mp3]""",,Suit [sound:googletts-eb67de73-9e4dbddd-b4aa0ea3-f2224581-6f56ef9e.mp3],He was wearing a smart brown suit.,Er trug einen schicken braunen Anzug.,
A1-NOUN-313,A1,,"""<span class=""""der"""">der</span> Apfel [sound:googletts-80cb5eeb-5b5f1fc5-65822185-544c669d-0f1ffcae.mp3]""",A,the Apple [sound:googletts-a4cbaf3c-955a4c1d-cf69960f-99ebf8aa-8ada8e2f.mp3],Please pounds of apples.,Ein Pfund Äpfel bitte.,
A1-NOUN-314,A1,,"""<span class=""""der"""">der</span> Appetit [sound:googletts-1cf9978f-8313cd8e-139fc2a4-ffca385f-8148c970.mp3]""",,the appetite [sound:googletts-e90c6b98-0f337188-a01d98cd-b5d889f0-07a205fe.mp3],Good Appetite!,Guten Appetit!,
A1-NOUN-315,A1,,"""<span class=""""der"""">der</span> Arbeiter [sound:googletts-81774398-7b625990-24905602-369c1293-085498c5.mp3]""",,Worker {male} [sound:googletts-e45146ec-694a1b95-4ee47b59-e90df2d2-36ea5eba.mp3],The company rewards its best workers.,Das Unternehmen belohnt seine besten Arbeiter.,
A1-NOUN-316,A1,,"""<span class=""""der"""">der</span> Arbeitgeber [sound:googletts-89cd5ebf-a3418f14-218e4bfd-75f9137d-6563f856.mp3]""",,Employer {male} [sound:googletts-b3813474-06712bfd-6e029e87-ee786fe6-120af12f.mp3],His former employer served as a reference.,Sein ehemaliger Arbeitgeber diente ihm als Referenz.,
A1-NOUN-317,A1,,"""<span class=""""der"""">der</span> Arbeitstag [sound:googletts-76fca30d-46be8db0-7e5d114b-38eb943d-832267b1.mp3]""",,Workday [sound:googletts-f3582f32-920c69f5-cd57f62a-57bcfaed-461650cc.mp3],Sunday is not a workday in many countries.,Wir liefern jedes Paket innerhalb von fünf Arbeitstagen.,
A1-NOUN-318,A1,,"""<span class=""""der"""">der</span> Architekt [sound:googletts-71711e25-5dd002a9-47538238-229f6440-197b3e93.mp3]""",,Architect {male} [sound:googletts-ae968871-181630a2-d862e7b0-198ed709-6684901b.mp3],The architect measured the width of the bedroom.,Mehrere Staaten haben das Abkommen unterzeichnet.,
A1-NOUN-319,A1,,"""<span class=""""der"""">der</span> Ärger [sound:googletts-6b255ab2-97d75490-8414ee80-55777490-518fdda1.mp3]""",,Anger [sound:googletts-073082f7-94c650ed-796d7c76-77480e7b-4f76cac1.mp3],The boxing classes help him to get rid of his anger.,Der Hund war brav und machte keinen Ärger.,
A1-NOUN-320,A1,,"""<span class=""""der"""">der</span> Arm [sound:googletts-0062c7d3-789f52d9-2cf503c1-2c4788b3-5fae7e68.mp3]""",e,the arm [sound:googletts-cea4291f-ea5300a4-4d5c4f49-c27c0639-bfad13b1.mp3],My arm hurts.,Mein Arm tut weh.,
A1-NOUN-321,A1,,"""<span class=""""der"""">der</span> Arzt [sound:googletts-5051b544-5f618a7f-7a921187-6b7fd37d-0944d2a4.mp3]""",,Doctor {male} [sound:googletts-a7fea2c9-57174877-730e3175-2e44bd3e-edeee164.mp3],The doctor asked for a specimen.,Der Arzt bat um eine Probe.,
A1-NOUN-322,A1,,"""<span class=""""der"""">der</span> Astronaut [sound:googletts-bd56c37b-ae4e6beb-819094fb-167a589b-2d609103.mp3]""",,Astronaut {male} [sound:googletts-ae3e83a9-2c175fab-b918d80d-15c5a654-7886b1ec.mp3],"Mein innigster Wunsch war, Astronautin zu werden.",My dearest wish was to become an astronaut.,
A1-NOUN-323,A1,,"""<span class=""""der"""">der</span> Aufenthalt [sound:googletts-fc4e95c4-7b3c15bf-79171f41-994df242-0bb620fb.mp3]""",,Layover [sound:googletts-389d9fb4-96b7acc3-dd9b6e4d-e7c69744-fb9311de.mp3],Enjoy your stay!,Genieße deinen Aufenthalt!,
A1-NOUN-324,A1,,"""<span class=""""der"""">der</span> Aufzug [sound:googletts-dba53d81-743882b9-c35b40bb-aa3adb00-779edc73.mp3]""",,Elevator [sound:googletts-b5159150-fa3f0fda-90538994-6db125e7-55320f33.mp3],Wir sind mit dem Aufzug steckengeblieben.,#MANUAL,
A1-NOUN-325,A1,,"""<span class=""""der"""">der</span> Augenblick [sound:googletts-d151560b-c64b0cc8-e13b8a6d-c99f58cc-19253a49.mp3]""",,"Flash, Instant [sound:googletts-ca8a594c-e4a05874-d4ced7d0-a3036045-e572307a.mp3]",Just a moment please!,"Einen Augenblick, bitte!",
A1-NOUN-326,A1,,"""<span class=""""der"""">der</span> Ausbildungsplatz [sound:googletts-c24b50d7-56f247e6-4980259e-e4fca913-442959c9.mp3]""",,Trainee Position [sound:googletts-c04a90f4-96962238-6a1550d5-b21372a6-b0373434.mp3],"Our decision to offer young people a training position in a promising industry, has already","Unsere Entscheidung, jungen Menschen einen Ausbildungsplatz in einer zukunftsträchtigen Branche anzubieten, hat sich bereits",
A1-NOUN-327,A1,,"""<span class=""""der"""">der</span> Ausdruck [sound:googletts-35e2b0aa-4793bd61-6855477d-9dde32eb-32440950.mp3]""",,"Expression, Phrase [sound:googletts-2e1b1af2-0a8c43f2-d9047eb9-d7a51f07-537cd199.mp3]",His face had a thoughtful expression.,In der Mittagspause esse ich in der Kantine.,
